"CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","CAS","CHEMSPIDER","HMDB","KEGG","PUBCHEM","PLATFORM"
491,400,1651,155439,"Cofactors and Vitamins","Vitamin B6 Metabolism",4470,"NAMED","RADKZDMFGJYCBB-UHFFFAOYSA-N","OC1=C(C)N=CC(CO)=C1C=O","pyridoxal","pyridoxal","65-22-5","1021","HMDB0001545","C00250","1050","Pos Early"
498,402,1806,165222,"Cofactors and Vitamins","Vitamin A Metabolism",4449,"NAMED","FPIPGXGPPPQFEQ-OVSJKPMPSA-N","C/C(/C=C/C(C(C)(CCC1)C)=C1C)=C\C=C\C(C)=C\CO","retinol (vitamin A)","retinol (vitamin A)","68-26-8","393012","HMDB0000305","C00473","445354","Pos Late"
500,209,1827,123225,"Cofactors and Vitamins","Riboflavin Metabolism",4351,"NAMED","AUNGANRZJHBGPY-UHFFFAOYSA-N","OC(C(O)C(O)CO)CN1C(C=C2C)=C(C=C2C)N=C(C(N3)=O)C1=NC3=O","riboflavin (vitamin B2)","riboflavin (vitamin B2)","83-88-5","431981","HMDB0000244","C00255","493570","Neg"
501,305,1515,164364,"Xenobiotics","Drug - Topical Agents",5981,"NAMED","YGSDEFSMJLZEOE-UHFFFAOYSA-N","OC1=C(C(O)=O)C=CC=C1","salicylate","salicylate","69-72-7","331","HMDB0001895","C00805","338","Polar"
503,400,1648,155437,"Amino Acid","Glycine, Serine and Threonine Metabolism",10,"NAMED","MTCFGRXMJLQNBG-REOHCLBHSA-N","OC([C@@H](N)CO)=O","serine","serine","56-45-1","5736","HMDB0000187","C00065","5951","Pos Early"
504,400,2342,155468,"Amino Acid","Tryptophan Metabolism",292,"NAMED","QZAYGJVTTNCVMB-UHFFFAOYSA-N","NCCC1=CNC(C=C2)=C1C=C2O","serotonin","serotonin","153-98-0","5013","HMDB0000259","C00780","5202","Pos Early"
507,400,603,155336,"Amino Acid","Polyamine Metabolism",560,"NAMED","PFNFFQXMRSDOHW-UHFFFAOYSA-N","NCCCNCCCCNCCCN","spermine","spermine","71-44-3","1072","HMDB0001256","C00750","1103","Pos Early"
512,400,2125,155458,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",477,"NAMED","XOAAWQZATWQOTB-UHFFFAOYSA-N","NCCS(=O)(O)=O","taurine","taurine","107-35-7","1091","HMDB0000251","C00245","1123","Pos Early"
519,209,1365,125728,"Lipid","Long Chain Saturated Fatty Acid",1524,"NAMED","TUNFSRHWOTWDNC-UHFFFAOYSA-N","OC(CCCCCCCCCCCCC)=O","myristate (14:0)","myristate (14:0)","544-63-8","10539","HMDB0000806","C06424","11005","Neg"
533,400,1670,155443,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",492,"NAMED","XSQUKJJJFZCRTK-UHFFFAOYSA-N","O=C(N)N","urea","urea","57-13-6","1143","HMDB0000294","C00086","1176","Pos Early"
535,209,606,123185,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4238,"NAMED","DRTQHJPVMGBUCF-UHFFFAOYSA-N","OC1C(N(C=CC2=O)C(N2)=O)OC(CO)C1O","uridine","uridine","58-96-8","5807","HMDB0000296","C00299","6029","Neg"
536,209,1412,123201,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4254,"NAMED","MXHRCPNRJAMMIM-UHFFFAOYSA-N","O=C(NC1=O)N(C=C1)C(CC2O)OC2CO","2'-deoxyuridine","2'-deoxyuridine","951-78-0","13118","HMDB0000012","C00526","13712","Neg"
537,400,607,155340,"Amino Acid","Histidine Metabolism",80,"NAMED","LOIYMIARKYCTBW-OWOJBTEDSA-N","O=C(O)/C=C/C1=CNC=N1","trans-urocanate","trans-urocanate","104-98-3","643824","HMDB0000301","C00785","736715","Pos Early"
561,400,57,155297,"Amino Acid","Glutamate Metabolism",46,"NAMED","WHUUTDBJXJRKMK-VKHMYHEASA-N","O=C(O)[C@@H](N)CCC(O)=O","glutamate","glutamate","56-86-0","591","HMDB0000148","C00025,C00217","33032","Pos Early"
563,400,53,155293,"Amino Acid","Glutamate Metabolism",47,"NAMED","ZDXPYRJPNDTMRX-VKHMYHEASA-N","OC([C@@H](N)CCC(N)=O)=O","glutamine","glutamine","56-85-9","5746","HMDB0000641","C00064","5961","Pos Early"
564,400,1284,155352,"Amino Acid","Glycine, Serine and Threonine Metabolism",17,"NAMED","AYFVYJQAPQTCCC-GBXIJSLDSA-N","N[C@H](C(O)=O)[C@H](O)C","threonine","threonine","72-19-5","6051","HMDB0000167","C00188","6288","Pos Early"
565,400,54,155294,"Amino Acid","Tryptophan Metabolism",259,"NAMED","QIVBCDIJIAJPQS-VIFPVBQESA-N","O=C(O)[C@@H](N)CC1=CNC2=C1C=CC=C2","tryptophan","tryptophan","73-22-3","6066","HMDB0000929","C00078","6305","Pos Early"
566,400,1649,155438,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",421,"NAMED","KZSNJWFQEVHDMF-BYPYZUCNSA-N","N[C@H](C(O)=O)C(C)C","valine","valine","72-18-4","6050","HMDB0000883","C00183","6287","Pos Early"
572,305,48152,151982,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1239,"NAMED","WQZGKKKJIJFFOK-DVKNGEFBSA-N","O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","glucose","glucose","50-99-7","71358","HMDB0000122","C00031","5793","Polar"
796,305,4968,152126,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",460,"NAMED","TYEYBOSBBBHJIV-UHFFFAOYSA-N","OC(C(CC)=O)=O","alpha-ketobutyrate","alpha-ketobutyrate","600-18-0","2829426","HMDB0000005","C00109","58","Polar"
798,209,555,124777,"Nucleotide","Purine Metabolism, Adenine containing",4165,"NAMED","OIRDTQYFTABQOQ-KQYNXXCUSA-N","NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3","adenosine","adenosine","58-61-7","54923","HMDB0000050","C00212","60961","Neg"
799,400,3141,155487,"Amino Acid","Glycine, Serine and Threonine Metabolism",7,"NAMED","KWIUHFFTVRNATP-UHFFFAOYSA-N","O=C(C[N+](C)(C)C)[O-]","betaine","betaine","107-43-7","19951173,242","HMDB0000043","C00719","247","Pos Early"
800,400,1868,155454,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",461,"NAMED","XUJNEKJLAYXESH-REOHCLBHSA-N","SC[C@H](N)C(O)=O","cysteine","cysteine","56-89-3,52-90-4","5653","HMDB0000574","C00097","5862","Pos Early"
803,305,48153,152039,"Carbohydrate","Fructose, Mannose and Galactose Metabolism",1369,"NAMED","WQZGKKKJIJFFOK-DXQLJALPSA-N","O[C@@H]1C(CO)O[C@@H](O)[C@@H](O)[C@H]1O","mannose","mannose","3458-28-4","141983","HMDB0000169","C00159,C02209,C00936","82308,439680,185698,18950","Polar"
806,400,5086,155492,"Amino Acid","Glycine, Serine and Threonine Metabolism",6,"NAMED","FFDGPVCHZBVARC-UHFFFAOYSA-N","CN(C)CC(O)=O","dimethylglycine","dimethylglycine","1118-68-9","653","HMDB0000092","C03626","673","Pos Early"
811,400,1126,155351,"Amino Acid","Alanine and Aspartate Metabolism",29,"NAMED","QNAYBMKLOCPYGJ-REOHCLBHSA-N","O=C(O)[C@@H](N)C","alanine","alanine","56-41-7","5735","HMDB0000161","C00041","5950","Pos Early"
815,400,1299,155353,"Amino Acid","Tyrosine Metabolism",167,"NAMED","OUYCCCASQSFEME-QMMMGPOBSA-N","N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","tyrosine","tyrosine","60-18-4","5833","HMDB0000158","C00082","6057","Pos Early"
818,305,15872,147518,"Lipid","Fatty Acid Synthesis",1489,"NAMED","OFOBLEOULBTSOW-UHFFFAOYSA-N","O=C(O)CC(O)=O","malonate","malonate","26522-22-85-0,141-82-2","844","HMDB0000691","C00383","867","Polar"
821,209,33442,125870,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4240,"NAMED","PTJWIQPHWPFNBW-GBNDHIKLSA-N","O[C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(C2=CNC(NC2=O)=O)[H]","pseudouridine","pseudouridine","1445-07-4","21403010","HMDB0000767","C02067","15047","Neg"
823,305,48990,160586,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1255,"NAMED","LCTONWCANYUPML-UHFFFAOYSA-N","CC(C(O)=O)=O","pyruvate","pyruvate","127-17-3","96901","HMDB0000243","C00022","1060","Polar"
825,305,605,146422,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4239,"NAMED","ISAKRJDGNUQOIC-UHFFFAOYSA-N","O=C(NC=C1)NC1=O","uracil","uracil","66-22-8","1141","HMDB0000300","C00106","1174","Polar"
826,305,15581,146484,"Carbohydrate","Pentose Metabolism",1283,"NAMED","PYMYPHUHKUWMLA-VPENINKCSA-N","O=C[C@@H]([C@H]([C@@H](CO)O)O)O","xylose","xylose","609-06-3","85957","HMDB0000098","C00181","135191","Polar"
827,400,514,155308,"Nucleotide","Pyrimidine Metabolism, Cytidine containing",4270,"NAMED","UHDGCWIWMRVCDJ-XVFCMESISA-N","OC[C@@H]1[C@H]([C@H]([C@H](N2C(N=C(C=C2)N)=O)O1)O)O","cytidine","cytidine","65-46-3","5940","HMDB0000089","C00475","6175","Pos Early"
828,305,575,146408,"Carbohydrate","Pentose Metabolism",1285,"NAMED","SRBFZHDQGSBBOR-SQOUGZDYSA-N","O[C@@H]1CO[C@@H](O)[C@@H](O)[C@@H]1O","arabinose","arabinose","28697-53-2","59687","HMDB0029942","C00216","66308","Polar"
848,400,553,155318,"Xenobiotics","Tobacco Metabolite",4631,"NAMED","UIKROCXWUNQSPJ-VIFPVBQESA-N","O=C1CC[C@@H]([C@]2=CN=CC=C2)N1C","cotinine","cotinine","486-56-6","746405","HMDB0001046",NA,"408","Pos Early"
849,400,569,155325,"Xenobiotics","Xanthine Metabolism",4611,"NAMED","RYYVLZVUVIJVGH-UHFFFAOYSA-N","O=C(N(C)C1=C2N(C)C=N1)N(C)C2=O","caffeine","caffeine","58-08-2","2424","HMDB0001847","C07481","2519","Pos Early"
873,400,5341,155495,"Cofactors and Vitamins","Thiamine Metabolism",4440,"NAMED","OHQKBYLHTFYNQF-UHFFFAOYSA-N","NC1=C(C[N+]2=CSC(CC[O-])=C2C)C=NC(C)=N1","thiamin (vitamin B1)","thiamin (vitamin B1)","59-43-8",NA,"HMDB0000235","DG00125,C00378,D08580","1130","Pos Early"
878,305,48195,153126,"Carbohydrate","Fructose, Mannose and Galactose Metabolism",1363,"NAMED","RFSUNEUAIZKAJO-ARQDHWQXSA-N","OC[C@@]1(O)O[C@H](CO)[C@@H](O)[C@@H]1O","fructose","fructose","57-48-7","5764","HMDB0000660","C00095","2723872","Polar"
880,400,554,155319,"Nucleotide","Purine Metabolism, Adenine containing",4166,"NAMED","GFFGJBXGBJISGV-UHFFFAOYSA-N","NC1=NC=NC2=C1N=CN2","adenine","adenine","73-24-5","185","HMDB0000034","C00147","190","Pos Early"
881,400,573,155326,"Nucleotide","Pyrimidine Metabolism, Cytidine containing",4271,"NAMED","OPTASPLRGRRNAP-UHFFFAOYSA-N","NC1=NC(NC=C1)=O","cytosine","cytosine","71-30-7","577","HMDB0000630","C00380","597","Pos Early"
888,209,1642,125736,"Lipid","Medium Chain Fatty Acid",1511,"NAMED","GHVNFZFCNZKVNT-UHFFFAOYSA-N","CCCCCCCCCC(O)=O","caprate (10:0)","caprate (10:0)","334-48-5","2863","HMDB0000511","C01571","2969","Neg"
891,209,1121,125718,"Lipid","Long Chain Saturated Fatty Acid",1529,"NAMED","KEMQGTRYUADPNZ-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCCCCC","margarate (17:0)","margarate (17:0)","506-12-7","10033","HMDB0002259",NA,"10465","Neg"
892,209,1356,125722,"Lipid","Long Chain Saturated Fatty Acid",1533,"NAMED","ISYWECDDZWTKFF-UHFFFAOYSA-N","CCCCCCCCCCCCCCCCCCC(O)=O","nonadecanoate (19:0)","nonadecanoate (19:0)","646-30-0","12071","HMDB0000772","C16535","12591","Neg"
893,209,1118,125716,"Lipid","Long Chain Saturated Fatty Acid",1534,"NAMED","VKOBVWXKNCXXDE-UHFFFAOYSA-N","CCCCCCCCCCCCCCCCCCCC(O)=O","arachidate (20:0)","arachidate (20:0)","506-30-9","10035","HMDB0002212","C06425","10467","Neg"
913,305,15586,146486,"Carbohydrate","Glycogen Metabolism",1316,"NAMED","GUBGYTABKSRVRQ-ASMJPISFSA-N","O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H](O[C@@H]2CO)O)O)O)O","maltose","maltose","6363-53-7","388469","HMDB0000163","C00208","10991489","Polar"
917,400,512,155306,"Amino Acid","Alanine and Aspartate Metabolism",40,"NAMED","DCXYFEDJOCDNAF-REOHCLBHSA-N","NC(C[C@H](N)C(O)=O)=O","asparagine","asparagine","70-47-3","6031","HMDB0000168","C00152","6267","Pos Early"
923,305,601,145712,"Nucleotide","Pyrimidine Metabolism, Orotate containing",4225,"NAMED","UFIVEPVSAGBUSI-UHFFFAOYSA-N","O=C(C(NC1=O)CC(N1)=O)O","dihydroorotate","dihydroorotate","155-54-4","628","HMDB03349","C00337","648","Polar"
925,209,1644,125738,"Lipid","Medium Chain Fatty Acid",1507,"NAMED","MNWFXJYAOYHMED-UHFFFAOYSA-N","CCCCCCC(O)=O","heptanoate (7:0)","heptanoate (7:0)","111-14-8","7803","HMDB0000666","C17714","8094","Neg"
926,209,32489,125850,"Lipid","Medium Chain Fatty Acid",1506,"NAMED","FUZZWVXGSFPDMH-UHFFFAOYSA-N","CCCCCC(O)=O","caproate (6:0)","caproate (6:0)","142-62-1","8552","HMDB0000535","C01585","8892","Neg"
932,209,32492,125852,"Lipid","Medium Chain Fatty Acid",1508,"NAMED","WWZKQHOCKIZLMA-UHFFFAOYSA-N","CCCCCCCC(O)=O","caprylate (8:0)","caprylate (8:0)","124-07-2","370","HMDB0000482","C06423","379","Neg"
935,305,1519,147116,"Carbohydrate","Disaccharides and Oligosaccharides",1342,"NAMED","CZMRCDWAGMRECN-UGDNZRGBSA-N","OC[C@]1(O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@H]([C@@H]([C@@H](CO)O1)O)O","sucrose","sucrose","57-50-1","5768","HMDB0000258","C00089","5988","Polar"
980,209,1361,125726,"Lipid","Long Chain Saturated Fatty Acid",1526,"NAMED","WQEPLUUGTLDZJY-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCCC","pentadecanoate (15:0)","pentadecanoate (15:0)","10002-84-2,1002-84-2","13249","HMDB0000826","C16537","13849","Neg"
1001,400,32306,155905,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",520,"NAMED","PMMYEEVYMWASQN-DMTCNVIQSA-N","O[C@@H]1C[C@@H](C(O)=O)NC1","trans-4-hydroxyproline","hydroxyproline","51-35-4","5605","HMDB0000725","C01157","5810","Pos Early"
1002,305,1107,146424,"Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",4152,"NAMED","POJWUDADGALRAB-UHFFFAOYSA-N","O=C(N1)C(NC(N)=O)NC1=O","allantoin","allantoin","97-59-6","199","HMDB0000462","C02348,C01551,C02350","439714,204,439713","Polar"
1004,305,3147,147146,"Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",4140,"NAMED","LRFVTYWOQMYALW-UHFFFAOYSA-N","O=C(N1)C(N=CN2)=C2NC1=O","xanthine","xanthine","69-89-6","1151","HMDB0000292","C00385","1188","Polar"
1021,209,1494,123209,"Amino Acid","Glutathione Metabolism",587,"NAMED","ODHCTXKNWHHXJC-VKHMYHEASA-N","O=C1CC[C@@H]([C@@](O)=O)N1","5-oxoproline","5-oxoproline","98-79-3","7127","HMDB0000267","C02237,C01879","439685,7405","Neg"
1022,400,1512,155387,"Amino Acid","Tryptophan Metabolism",287,"NAMED","SIOXPEMLGUPBBT-UHFFFAOYSA-N","O=C(O)C1=NC=CC=C1","picolinate","picolinate","98-98-6","993","HMDB0002243","C10164","1018","Pos Early"
1023,400,1516,155390,"Amino Acid","Glycine, Serine and Threonine Metabolism",5,"NAMED","FSYKKLYZXJSNPZ-UHFFFAOYSA-N","CNCC(O)=O","sarcosine","sarcosine","107-97-1","1057","HMDB0000271","C00213","1088","Pos Early"
1024,209,1508,124797,"Cofactors and Vitamins","Pantothenate and CoA Metabolism",4356,"NAMED","GHOKWGTUZJEAQD-ZETCQYMHSA-N","O=C(NCCC(O)=O)[C@H](O)C(C)(C)CO","pantothenate","pantothenate (Vitamin B5)","137-08-6","6361","HMDB0000210","C00864","6613","Neg"
1025,400,1444,155369,"Amino Acid","Lysine Metabolism",133,"NAMED","HXEACLLIILLPRG-UHFFFAOYSA-N","OC(C1NCCCC1)=O","pipecolate","pipecolate","4043-87-2",NA,"HMDB0000070",NA,NA,"Pos Early"
1026,400,1600,155428,"Lipid","Phospholipid Metabolism",2255,"NAMED","SUHOOTKUPISOBE-UHFFFAOYSA-N","NCCOP(O)(O)=O","phosphoethanolamine","phosphoethanolamine (PE)","1071-23-4","990","HMDB0000224","C00346","1015","Pos Early"
1052,305,1572,146444,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1259,"NAMED","RBNPOMFGQQGHHO-UHFFFAOYSA-N","O=C(O)C(O)CO","glycerate","glycerate","600-19-1","732","HMDB0000139,HMDB0006372","C00258","439194,752","Polar"
1053,400,3155,155489,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4257,"NAMED","JSJWCHRYRHKBBW-UHFFFAOYSA-N","OC(CCNC(N)=O)=O","3-ureidopropionate","3-ureidopropionate","462-88-4","109","HMDB0000026","C02642","111","Pos Early"
1082,209,1587,126818,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",341,"NAMED","WXNXCEHXYPACJF-ZETCQYMHSA-N","O=C(O)[C@H](CC(C)C)NC(C)=O","N-acetylleucine","N-acetylleucine","1188-21-2","64075","HMDB0011756","C02710","70912","Neg"
1083,209,1589,124587,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",441,"NAMED","XUYPXLNMDZIRQH-LURJTMIESA-N","O=C(O)[C@H](CCSC)NC(C)=O","N-acetylmethionine","N-acetylmethionine","65-82-7","395338","HMDB0011745","C02712","448580","Neg"
1084,209,1591,124807,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",422,"NAMED","IHYJTAOFMMMOPX-LURJTMIESA-N","O=C(O)[C@@H](NC(C)=O)C(C)C","N-acetylvaline","N-acetylvaline","96-81-1","60154","HMDB0011757",NA,"66789","Neg"
1087,209,1552,125983,"Lipid","Long Chain Monounsaturated Fatty Acid",1564,"NAMED","DPUOLQHDNGRHBS-KTKRTIGZSA-N","OC(CCCCCCCCCCC\C=C/CCCCCCCC)=O","erucate (22:1n9)","erucate (22:1n9)","112-86-7","7924","HMDB0002068","C08316","8216,5281116","Neg"
1090,402,43807,159596,"Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",4428,"NAMED","BPYKTIZUTYGOLE-KDUUSRDASA-N","CC(C(N\1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C/4C)=O)N3)N2","bilirubin (Z,Z)","bilirubin","635-65-4","4444055","HMDB0000054","C00486","5280352","Pos Late"
1094,209,2761,161549,"Amino Acid","Tyrosine Metabolism",250,"NAMED","XUIIKFGFIJCVMT-LBPRGKRZSA-N","OC1=C(I)C=C(OC2=C(I)C=C(C[C@H](N)C(O)=O)C=C2I)C=C1I","thyroxine","thyroxine","51-48-9","5614","HMDB0000248","C01829","5819","Neg"
1102,209,2734,123231,"Peptide","Gamma-glutamyl Amino Acid",661,"NAMED","VVLXCWVSSLFQDS-QWRGUYRKSA-N","OC(C=C1)=CC=C1C[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O","gamma-glutamyltyrosine","gamma-glutamyltyrosine","7432-23-7","85142","HMDB0011741",NA,"94340","Neg"
1104,400,1584,155418,"Xenobiotics","Food Component/Plant",4985,"NAMED","KTHADMDGDNYQRX-UHFFFAOYSA-N","O=C(OC)CC1=CNC2=C1C=CC=C2","methyl indole-3-acetate","methyl indole-3-acetate","1912-33-0","67279","HMDB0029738",NA,"74706","Pos Early"
1105,402,1561,164189,"Cofactors and Vitamins","Tocopherol Metabolism",4380,"NAMED","GVJHHUAWPYXKBD-IEOSBIPESA-N","CC1=C2C(O[C@@](CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)C)(C)CC2)=C(C)C(C)=C1O","alpha-tocopherol","alpha-tocopherol","10191-41-0,59-02-9","14265","HMDB0001893","C02477","86472","Pos Late"
1108,305,1594,147490,"Nucleotide","Pyrimidine Metabolism, Orotate containing",4224,"NAMED","HLKXYZVTANABHZ-REOHCLBHSA-N","OC([C@H](CC(O)=O)NC(N)=O)=O","N-carbamoylaspartate","N-carbamoylaspartate","923-37-5","4573859","HMDB0000828","C00438","93072","Polar"
1110,305,1585,147717,"Amino Acid","Alanine and Aspartate Metabolism",31,"NAMED","KTHDTJVBEPMMGL-VKHMYHEASA-N","O=C(O)[C@@H](NC(C)=O)C","N-acetylalanine","N-acetylalanine","97-69-8","79449","HMDB0000766","C02847","88064","Polar"
1111,209,1567,124579,"Amino Acid","Tyrosine Metabolism",207,"NAMED","CGQCWMIAEPEHNQ-UHFFFAOYSA-N","OC(C(O)=O)C1=CC=C(O)C(OC)=C1","vanillylmandelate (VMA)","vanillylmandelate (VMA)","55-10-7","1207","HMDB0000291","C05584","1245","Neg"
1113,400,1558,155399,"Amino Acid","Polyamine Metabolism",568,"NAMED","UZTFMUBKZQVKLK-UHFFFAOYSA-N","CC(NCCCC(O)=O)=O","4-acetamidobutanoate","4-acetamidobutanoate","3025-96-5","17180","HMDB0003681","C02946","18189","Pos Early"
1114,400,1566,155405,"Nucleotide","Pyrimidine Metabolism, Thymine containing",4302,"NAMED","QCHPKSFMDHPSNR-UHFFFAOYSA-N","O=C(O)C(C)CN","3-aminoisobutyrate","3-aminoisobutyrate","214139-20-5,10569-72-9","58481","HMDB0002166","C05145","64956","Pos Early"
1124,209,1564,124575,"Energy","TCA Cycle",1456,"NAMED","KRKNYBCHXYNGOX-UHFFFAOYSA-N","OC(CC(CC(O)=O)(O)C(O)=O)=O","citrate","citrate","77-92-9","305","HMDB0000094","C00158","311","Neg"
1125,209,1559,124573,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4250,"NAMED","OIVLITBTBDPEFK-UHFFFAOYSA-N","O=C(CCN1)NC1=O","5,6-dihydrouracil","5,6-dihydrouracil","504-07-4","629","HMDB0000076","C00429","649","Neg"
1128,400,42374,156916,"Amino Acid","Glutathione Metabolism",588,"NAMED","QWCKQJZIFLGMSD-GSVOUGTGSA-N","N[C@H](CC)C(O)=O","2-aminobutyrate","2-aminobutyrate","1492-24-6","388757","HMDB0000452","C02356","80283","Pos Early"
1134,209,1604,124593,"Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",4150,"NAMED","LEHOTFFKMJEONL-UHFFFAOYSA-N","O=C1NC(NC(NC2=O)=O)=C2N1","urate","urate","120K5305,69-93-2",NA,"HMDB0000289","C00366","1175","Neg"
1135,209,1605,125991,"Lipid","Secondary Bile Acid Metabolism",3523,"NAMED","RUDATBOHQWOJDD-UZVSRGJWSA-N","O[C@@H]1[C@@]2([H])[C@]3([H])CC[C@@]([C@@H](CCC(O)=O)C)([H])[C@@]3(C)CC[C@]2([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])C1","ursodeoxycholate","ursodeoxycholate","128-13-2","29131","HMDB0000946","C07880","31401","Neg"
1136,209,33443,126081,"Lipid","Short Chain Fatty Acid",1505,"NAMED","NQPDZGIKBAWPEJ-UHFFFAOYSA-N","OC(CCCC)=O","valerate (5:0)","valerate (5:0)","109-52-4","7701","HMDB0000892","C00803","7991","Neg"
1137,209,38102,127707,"Lipid","Endocannabinoid",2176,"NAMED","BOWVQLFMWHZBEF-KTKRTIGZSA-N","O=C(NCCO)CCCCCCC/C=C\CCCCCCCC","oleoyl ethanolamide","oleoyl ethanolamide","111-58-0,11-58-0","4446574","HMDB0002088",NA,"5283454","Neg"
1140,400,2730,155470,"Peptide","Gamma-glutamyl Amino Acid",650,"NAMED","JBFYFLXEJFQWMU-WDSKDSINSA-N","O=C(N)CC[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O","gamma-glutamylglutamine","gamma-glutamylglutamine","10148-81-9","133013","HMDB0011738","C05283","150914","Pos Early"
1141,209,1669,124595,"Amino Acid","Tyrosine Metabolism",180,"NAMED","KKADPXVIOXHVKN-UHFFFAOYSA-N","OC1=CC=C(CC(C(O)=O)=O)C=C1","4-hydroxyphenylpyruvate","4-hydroxyphenylpyruvate","156-39-8","954","HMDB0000707","C01179","979","Neg"
1143,209,40605,223227,"Lipid","Short Chain Fatty Acid",1504,"NAMED","FERIUCNNQQJTOY-UHFFFAOYSA-N","OC(CCC)=O","butyrate/isobutyrate (4:0)","butyrate/isobutyrate (4:0)","109-92-6","259","HMDB0000039","C00246","264","Neg"
1161,400,1598,155427,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",407,"NAMED","WRUSVQOKJIDBLP-HWKANZROSA-N","O=C(O)CNC(/C(C)=C/C)=O","tigloylglycine","tigloylglycine","35842-45-6","4945715","HMDB0000959",NA,"6441567","Pos Early"
1162,400,32377,155919,"Carbohydrate","Aminosugar Metabolism",1435,"NAMED","SQVRNKJHWKZAKO-UHFFFAOYSA-N","OC1(C(O)=O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O1","N-acetylneuraminate","N-acetylneuraminate","131-48-6","10292217","HMDB0000230","C00270","439197","Pos Early"
1215,400,48149,157725,"Carbohydrate","Aminosugar Metabolism",1447,"NAMED","YTTRPBWEMMPYSW-VFFCQLMOSA-N","O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](NC(CC(N)C(O)=O)=O)[C@@H]1NC(C)=O","N-acetylglucosaminylasparagine","N-acetylglucosaminylasparagine","2776-93-4","21403014","HMDB0000489","C04540","123826","Pos Early"
1218,400,33963,156059,"Lipid","Ketone Bodies",1953,"NAMED","WDJHALXBUFZDSR-UHFFFAOYSA-N","O=C(CC(C)=O)O","acetoacetate","acetoacetate","3483-11-2","94","HMDB0000060","C00164","96","Pos Early"
1221,400,27718,155838,"Amino Acid","Creatine Metabolism",536,"NAMED","CVSVTCORWBXHQV-UHFFFAOYSA-N","CN(C(N)=N)CC(O)=O","creatine","creatine","57-00-1","566","HMDB0000064","C00300","586","Pos Early"
1224,400,18368,155661,"Amino Acid","Glutathione Metabolism",586,"NAMED","KDJVKDYFFTWHBO-UHFFFAOYSA-N","O=C(NCC(O)=O)C(N)CSSCC(N)C(NCC(O)=O)=O","cys-gly, oxidized","cys-gly, oxidized","7729-20-6","295316",NA,NA,"333293","Pos Early"
1227,209,15664,127539,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1247,"NAMED","XOHUEYCVLUUEJJ-UWTATZPHSA-N","O=C(O)[C@H](OP(O)(O)=O)COP(O)(O)=O","2,3-diphosphoglycerate","2,3-diphosphoglycerate","102783-53-9","161681","HMDB0001294","C01159","186004","Neg"
